Account,Opportunity_ID,Sales_Agent,Deal_Stage,Product,Created_Date,Close_Date,Close_Value
Bluth Company,S9N98QU9,Daniell Hammack,Lost,GTX Plus Pro,7/2/17,7/3/17,0
Finhigh,A9Q7ERA4,Darcel Schlecht,Won,GTX Plus Pro,7/2/17,7/4/17,5333
,HLDA8IA1,Elease Gluck,In Progress,MG Special,7/2/17,,
Condax,RY8Z6RH2,Elease Gluck,Lost,MG Advanced,7/2/17,7/11/17,0
Stanredtax,9J8O59QW,Gladys Colclough,Lost,GTX Plus Pro,7/2/17,8/24/17,0
Codehow,KWVYR0LQ,Gladys Colclough,Lost,MG Advanced,7/2/17,7/3/17,0
Hatfan,0D95JSVW,James Ascencio,Won,GTX Plus Pro,7/2/17,9/16/17,6192
,4EGO7VCJ,Kami Bicknell,In Progress,GTXPro,7/2/17,,
Rantouch,74JAOLQU,Kami Bicknell,Lost,GTX Basic,7/2/17,8/16/17,0
Plexzap,CMLYDJFN,Kami Bicknell,Won,GTX Basic,7/2/17,8/11/17,490
Betasoloin,HIV4W2E0,Kary Hendrixson,In Progress,GTX Plus Basic,7/2/17,,
Ron-tech,TFQEGZ1X,Lajuana Vencill,Lost,GTX Basic,7/2/17,7/4/17,0
Konex,5COSD90U,Markita Hansen,Lost,GTX Basic,7/2/17,7/9/17,0
Funholding,6TBAKLMX,Niesha Huffines,Won,GTX Plus Basic,7/2/17,9/23/17,1157
Fasehatice,B50V1XGA,Vicki Laflamme,Lost,MG Advanced,7/2/17,8/31/17,0
Lexiqvolax,SOW7H1RP,Vicki Laflamme,Lost,MG Advanced,7/2/17,7/3/17,0
Yearin,OHJGW03I,Violet Mclelland,Won,MG Special,7/2/17,7/13/17,55
Sunnamplex,R6KPUAH7,Zane Levy,Lost,MG Advanced,7/2/17,7/6/17,0
Doncon,AJQC76NI,Zane Levy,Won,GTXPro,7/2/17,8/26/17,4655
Massive Dynamic,PH5GSB37,Boris Faz,Won,GTXPro,7/3/17,8/26/17,5833
Condax,9OLZU3WB,Cecily Lampkin,Won,MG Special,7/3/17,9/23/17,47
Warephase,JDXET5H9,Cecily Lampkin,Won,MG Special,7/3/17,8/31/17,51
Inity,8RE1600O,Darcel Schlecht,Lost,GTXPro,7/3/17,7/4/17,0
Gogozoom,NGMC9NSG,Darcel Schlecht,Lost,MG Advanced,7/3/17,7/12/17,0
Initech,G6FKELQV,Donn Cantrell,Lost,GTX Basic,7/3/17,9/25/17,0
Plussunin,IKNMU8HM,Donn Cantrell,Lost,GTX Plus Pro,7/3/17,9/10/17,0
Kan-code,AHIDE6VS,Donn Cantrell,Won,GTX Basic,7/3/17,7/12/17,540
Konex,YZJLPVJG,Donn Cantrell,Won,GTX Plus Pro,7/3/17,7/4/17,4915
Rantouch,GOSCKNUX,James Ascencio,Lost,GTX Plus Pro,7/3/17,7/4/17,0
Singletechno,GC3IVG7S,James Ascencio,Lost,GTX Plus Pro,7/3/17,7/5/17,0
Sunnamplex,S81YI4QH,James Ascencio,Lost,GTX Plus Pro,7/3/17,7/10/17,0
Lexiqvolax,M3MJY0CK,James Ascencio,Won,GTX Plus Pro,7/3/17,9/27/17,6693
Hottechi,H2HNTSIP,Jonathan Berthelot,Won,MG Advanced,7/3/17,7/5/17,3101
Y-corporation,8APZZ20T,Kami Bicknell,Lost,GTX Plus Basic,7/3/17,8/15/17,0
Hatfan,RABLXW5E,Kami Bicknell,Won,MG Special,7/3/17,9/2/17,56
,35LLMROC,Kary Hendrixson,In Progress,GTX Basic,7/3/17,,
Cheers,TJTOVN5K,Kary Hendrixson,Won,GTX Plus Basic,7/3/17,7/12/17,935
Singletechno,1IG94UUQ,Kary Hendrixson,Won,GTX Plus Basic,7/3/17,7/13/17,1133
Y-corporation,MN8UHP5B,Kary Hendrixson,Won,GTXPro,7/3/17,8/12/17,4904
Bioholding,D7JDQB12,Lajuana Vencill,Won,MG Advanced,7/3/17,9/23/17,2857
Dontechi,GWI45VGH,Lajuana Vencill,Won,MG Advanced,7/3/17,9/2/17,3118
Funholding,G3TZD0CB,Marty Freudenburg,Won,GTX Plus Basic,7/3/17,7/11/17,1204
Y-corporation,1PAPS9QO,Maureen Marcano,Lost,MG Advanced,7/3/17,7/9/17,0
Conecom,WXCEZ7JY,Moses Frase,Won,GTX Basic,7/3/17,9/6/17,376
Toughzap,WR45SVGN,Versie Hillebrand,Won,GTX Basic,7/3/17,11/2/17,511
Lexiqvolax,WAFSPTW6,Vicki Laflamme,Won,GTX Basic,7/3/17,7/14/17,491
Donware,5FYPINRL,Violet Mclelland,Lost,MG Special,7/3/17,7/16/17,0
Betasoloin,VLPSQ076,Wilburn Farren,Lost,MG Advanced,7/3/17,7/12/17,0
Donquadtech,3AX6QBR3,Wilburn Farren,Won,MG Advanced,7/3/17,9/7/17,3101
Y-corporation,ZY3AVAK0,Zane Levy,Lost,MG Special,7/3/17,8/22/17,0
Cancity,FVCL72VU,Anna Snelling,Lost,GTX Plus Pro,7/4/17,7/14/17,0
Dontechi,24OSGLGF,Anna Snelling,Won,MG Special,7/4/17,7/6/17,56
Scottech,49T60OCI,Cassey Cress,In Progress,GTX Plus Pro,7/4/17,,
Opentech,31NQQEEO,Cassey Cress,Lost,GTX Basic,7/4/17,9/11/17,0
Inity,ADRU5BLP,Darcel Schlecht,Lost,GTX Plus Basic,7/4/17,7/12/17,0
Ron-tech,AUPXRV8O,Darcel Schlecht,Won,GTX Plus Basic,7/4/17,9/5/17,1300
Rundofase,CI00UV0Y,Darcel Schlecht,Won,GTXPro,7/4/17,7/5/17,4544
Mathtouch,VH3C0A8F,Donn Cantrell,Lost,GTX Basic,7/4/17,7/5/17,0
Plussunin,1E5MFGR7,Donn Cantrell,Lost,GTX Basic,7/4/17,9/26/17,0
Betasoloin,TS2JEK3E,Donn Cantrell,Won,GTX Basic,7/4/17,9/23/17,531
Bubba Gump,4R0TB2CL,Donn Cantrell,Won,GTXPro,7/4/17,7/13/17,4669
Inity,5OJ3QR1W,Gladys Colclough,Lost,MG Special,7/4/17,11/3/17,0
Goodsilron,R162LSFR,Kami Bicknell,Lost,GTXPro,7/4/17,7/6/17,0
,W07RZO17,Kary Hendrixson,In Progress,MG Advanced,7/4/17,,
Dalttechnology,X7J3O7TC,Kary Hendrixson,Lost,GTX Basic,7/4/17,7/11/17,0
Green-Plus,Q7RV0YW6,Kary Hendrixson,Lost,GTX Plus Basic,7/4/17,7/10/17,0
Plexzap,S5E8MBO3,Markita Hansen,Lost,GTX Basic,7/4/17,9/19/17,0
,UGB3A3CE,Maureen Marcano,In Progress,MG Special,7/4/17,,
Hottechi,QE6A49LE,Moses Frase,Lost,MG Special,7/4/17,7/11/17,0
Domzoom,XGMMHWZC,Moses Frase,Won,GTX Basic,7/4/17,9/25/17,475
Ron-tech,7MK55ULJ,Moses Frase,Won,GTX Plus Basic,7/4/17,7/5/17,1102
Zumgoity,0VZIDVCC,Moses Frase,Won,MG Special,7/4/17,7/9/17,55
Treequote,D1XYQH35,Niesha Huffines,Lost,GTX Basic,7/4/17,7/15/17,0
Scottech,XAR2VX09,Versie Hillebrand,Lost,MG Special,7/4/17,7/6/17,0
Cancity,YTQH4YM9,Versie Hillebrand,Won,MG Special,7/4/17,7/5/17,63
Kan-code,KMLW6GXY,Vicki Laflamme,Lost,MG Advanced,7/4/17,7/12/17,0
Plusstrip,IG734VZK,Vicki Laflamme,Won,GTX Plus Pro,7/4/17,7/14/17,5971
Ganjaflex,W3C2KLXD,Wilburn Farren,Won,GTX Plus Pro,7/4/17,8/27/17,5710
Rantouch,8Z1SIQSI,Zane Levy,Lost,GTXPro,7/4/17,7/9/17,0
Plexzap,IZJR1WDM,Zane Levy,Won,MG Special,7/4/17,9/21/17,52
Domzoom,5MRPZ44K,Anna Snelling,Won,GTX Basic,7/5/17,8/28/17,522
,AWORM94L,Cassey Cress,In Progress,GTX Basic,7/5/17,,
Iselectrics,W0LFL18P,Cassey Cress,Lost,GTX Plus Basic,7/5/17,7/12/17,0
Zathunicon,5H9ELV2H,Cassey Cress,Lost,GTX Plus Pro,7/5/17,7/13/17,0
Betasoloin,KDDN1E4O,Cassey Cress,Won,GTX Plus Basic,7/5/17,7/14/17,1109
The New York Inquirer,S8JALB62,Cassey Cress,Won,MG Advanced,7/5/17,7/6/17,3508
Bluth Company,2HPCHBIL,Corliss Cosme,Lost,GTX Plus Pro,7/5/17,7/14/17,0
Plussunin,Q9JV7YXX,Daniell Hammack,Lost,GTX Plus Basic,7/5/17,7/16/17,0
Hottechi,J3N73B00,Darcel Schlecht,Won,GTXPro,7/5/17,8/29/17,4346
Kinnamplus,STG85Q0N,Donn Cantrell,Lost,GTX Basic,7/5/17,7/6/17,0
Xx-zobam,VMI5QYS3,Donn Cantrell,Lost,GTXPro,7/5/17,7/9/17,0
Umbrella Corporation,09W047QT,Donn Cantrell,Won,GTXPro,7/5/17,8/10/17,4565
Vehement Capital Partners,VXOZC2CN,Garret Kinder,Won,GTX Plus Basic,7/5/17,9/29/17,1319
Hottechi,JAMW5SWB,James Ascencio,Won,GTXPro,7/5/17,7/6/17,5157
Dontechi,WCKKFSVL,Jonathan Berthelot,Lost,MG Advanced,7/5/17,7/6/17,0
Globex Corporation,GVCWDG9Y,Jonathan Berthelot,Won,GTXPro,7/5/17,7/17/17,4213
,SXYJU7LC,Kami Bicknell,In Progress,GTX Basic,7/5/17,,
Konex,UEXJN3Y6,Kami Bicknell,Won,GTX Plus Basic,7/5/17,7/12/17,1230
Dalttechnology,QP0QCP8Y,Kary Hendrixson,In Progress,GTX Plus Pro,7/5/17,,
Sunnamplex,MCQGU5EA,Kary Hendrixson,Won,GTX Basic,7/5/17,7/15/17,443
Zoomit,M0IN22XH,Kary Hendrixson,Won,GTX Plus Basic,7/5/17,9/26/17,1043
dambase,8HWWW76K,Lajuana Vencill,Lost,GTX Basic,7/5/17,7/7/17,0
Groovestreet,707CQDQK,Markita Hansen,Lost,MG Special,7/5/17,8/23/17,0
Globex Corporation,4PTCB3CS,Marty Freudenburg,Lost,MG Advanced,7/5/17,7/13/17,0
Codehow,IEB855X8,Marty Freudenburg,Won,MG Advanced,7/5/17,8/8/17,3458
Zoomit,IDA8D96H,Maureen Marcano,Lost,GTX Plus Pro,7/5/17,7/13/17,0
Plusstrip,DLQNAOWB,Rosalina Dieter,Lost,MG Special,7/5/17,7/7/17,0
Kinnamplus,K7056XS7,Rosie Papadopoulos,In Progress,MG Advanced,7/5/17,,
Kan-code,R9V8QAPK,Rosie Papadopoulos,Won,MG Special,7/5/17,7/14/17,58
Codehow,P6KXSJPD,Versie Hillebrand,Lost,MG Special,7/5/17,7/10/17,0
Hottechi,KM0RKC4Q,Vicki Laflamme,Lost,GTX Basic,7/5/17,7/6/17,0
Cheers,58TUIJ6D,Zane Levy,Lost,GTXPro,7/5/17,7/17/17,0
Y-corporation,BXOIQHTS,Zane Levy,Won,GTX Basic,7/5/17,9/20/17,658
Treequote,CC3B5DSU,Anna Snelling,Lost,GTX Plus Pro,7/6/17,7/16/17,0
Donware,GLM4XZLI,Cassey Cress,Lost,GTX Plus Pro,7/6/17,7/7/17,0
Plussunin,K8VBNOW9,Cassey Cress,Won,GTX Plus Pro,7/6/17,9/1/17,4791
Inity,3GEDSDVN,Cecily Lampkin,Won,GTX Basic,7/6/17,7/8/17,590
Isdom,R0ZYAJFM,Cecily Lampkin,Won,GTX Plus Pro,7/6/17,7/14/17,5629
,BRFZCNMP,Corliss Cosme,In Progress,GTX Plus Basic,7/6/17,,
Vehement Capital Partners,R8X2RVQ2,Corliss Cosme,Lost,GTXPro,7/6/17,7/15/17,0
,E2KGQVEO,Daniell Hammack,In Progress,MG Advanced,7/6/17,,
Massive Dynamic,DFG6OP8T,Daniell Hammack,Lost,GTX Plus Pro,7/6/17,7/18/17,0
Xx-zobam,JB4MECWM,Daniell Hammack,Lost,GTXPro,7/6/17,7/7/17,0
Streethex,CDGA1SD7,Darcel Schlecht,Won,GTXPro,7/6/17,9/12/17,4323
Treequote,SBILEY2W,Darcel Schlecht,Won,GTXPro,7/6/17,7/12/17,5085
Zotware,JMTKEPXF,Donn Cantrell,Won,MG Advanced,7/6/17,7/17/17,2996
Condax,937CNF5D,Garret Kinder,Won,GTXPro,7/6/17,7/14/17,4682
Sonron,EQ399D3M,Hayden Neloms,Won,MG Advanced,7/6/17,7/14/17,3250
Green-Plus,DOVNGYN4,Kami Bicknell,Lost,GTX Basic,7/6/17,7/12/17,0
Kan-code,A0IS9TWV,Kary Hendrixson,Lost,GTXPro,7/6/17,7/16/17,0
Kan-code,E7TDBIDS,Kary Hendrixson,Won,GTXPro,7/6/17,9/6/17,5323
Condax,TIFPUXSQ,Marty Freudenburg,Lost,GTX Basic,7/6/17,7/7/17,0
Funholding,LXDCC260,Marty Freudenburg,Won,GTX Plus Pro,7/6/17,7/7/17,5966
,81PWOUF0,Maureen Marcano,In Progress,GTXPro,7/6/17,,
Labdrill,1Z72JRDI,Maureen Marcano,Won,MG Advanced,7/6/17,7/16/17,3452
Toughzap,XTBADYHW,Moses Frase,Lost,MG Special,7/6/17,7/17/17,0
Stanredtax,PPDU7OWD,Moses Frase,Lost,MG Advanced,7/6/17,7/13/17,0
Labdrill,CJ05Q2G5,Rosalina Dieter,Lost,GTX Basic,7/6/17,7/11/17,0
Faxquote,MON3JWUF,Vicki Laflamme,Won,GTX Basic,7/6/17,7/13/17,583
Ontomedia,SFMKU2FV,Violet Mclelland,Lost,MG Special,7/6/17,7/16/17,0
Goodsilron,9FH2VYQQ,Zane Levy,Lost,GTX Plus Basic,7/6/17,7/13/17,0
J-Texon,PMVKMS6A,Zane Levy,Won,GTX Basic,7/6/17,9/27/17,507
Inity,E62A05BH,Anna Snelling,Lost,GTX Basic,7/7/17,7/15/17,0
Rangreen,U3GCADFV,Anna Snelling,Lost,MG Special,7/7/17,7/13/17,0
,CFI2GXN1,Boris Faz,In Progress,GTXPro,7/7/17,,
Betasoloin,611J0LEK,Boris Faz,Won,GTX Basic,7/7/17,7/9/17,574
Umbrella Corporation,5M5TW9RC,Cassey Cress,In Progress,GTX Plus Basic,7/7/17,,
Opentech,ZWA2ES4F,Cassey Cress,Won,MG Special,7/7/17,9/7/17,48
Statholdings,LNT5B9XY,Cecily Lampkin,Lost,MG Special,7/7/17,7/17/17,0
Isdom,CPQ348W9,Cecily Lampkin,Won,GTX Basic,7/7/17,7/15/17,458
Codehow,UZ0MRAFU,Cecily Lampkin,Won,GTX Plus Pro,7/7/17,9/18/17,5455
Silis,VFO5EK6R,Corliss Cosme,Lost,GTX Basic,7/7/17,7/14/17,0
Kan-code,GE5SORJX,Corliss Cosme,Won,GTX Plus Pro,7/7/17,9/17/17,5666
Bluth Company,03O9FNTZ,Daniell Hammack,Won,GTX Plus Basic,7/7/17,7/9/17,1107
Acme Corporation,FIQIRK37,Daniell Hammack,Won,GTXPro,7/7/17,7/8/17,4089
Ontomedia,M6J6VNVQ,Donn Cantrell,Won,GTX Basic,7/7/17,9/8/17,498
Hatfan,S767XDO3,Elease Gluck,Lost,MG Advanced,7/7/17,9/7/17,0
Dontechi,ZPKCSV3R,Jonathan Berthelot,Won,MG Special,7/7/17,7/11/17,64
Xx-holding,CLA3RTMS,Kami Bicknell,Lost,MG Advanced,7/7/17,7/9/17,0
Conecom,K1K48OTP,Kary Hendrixson,In Progress,GTX Plus Pro,7/7/17,,
Konex,OJWV4RT2,Kary Hendrixson,Lost,GTX Basic,7/7/17,7/9/17,0
Finjob,PMQCN4PR,Kary Hendrixson,Won,GTX Basic,7/7/17,7/9/17,565
Kan-code,CBIFB5BB,Kary Hendrixson,Won,GTX Basic,7/7/17,7/17/17,579
Hottechi,BSVZWUXR,Lajuana Vencill,Won,MG Special,7/7/17,9/11/17,56
Scotfind,PU2UJDTV,Markita Hansen,Won,GTXPro,7/7/17,9/5/17,4063
Inity,LN9NU0A8,Marty Freudenburg,Won,GTX Plus Basic,7/7/17,7/17/17,1193
Scottech,KD27RNU9,Moses Frase,Lost,GTX Basic,7/7/17,7/15/17,0
Betatech,FN50OJHN,Niesha Huffines,Won,GTX Plus Basic,7/7/17,7/11/17,1088
Xx-zobam,YA68AAQK,Reed Clapper,Lost,GTX Plus Basic,7/7/17,9/17/17,0
Xx-holding,90K2ZTKB,Rosalina Dieter,Won,MG Special,7/7/17,9/11/17,58
,YYTZSTL0,Rosie Papadopoulos,In Progress,GTX Plus Pro,7/7/17,,
Golddex,1M0THQSZ,Vicki Laflamme,Lost,MG Advanced,7/7/17,7/9/17,0
Green-Plus,Y1GEH2EG,Vicki Laflamme,Won,GTX Plus Pro,7/7/17,7/13/17,4466
,ORM1IRQ2,Violet Mclelland,In Progress,MG Special,7/7/17,,
Kinnamplus,593L4BNI,Violet Mclelland,Lost,GTX Basic,7/7/17,7/14/17,0
Xx-zobam,83EZC8YK,Violet Mclelland,Lost,MG Advanced,7/7/17,7/15/17,0
Gogozoom,4MTCQ31T,Anna Snelling,Won,MG Special,7/8/17,11/6/17,55
Finhigh,QU220OFI,Boris Faz,In Progress,GTX Basic,7/8/17,,
Donware,TJYNW3C7,Cassey Cress,Lost,GTX Plus Basic,7/8/17,7/15/17,0
Konex,COGZW25D,Cassey Cress,Won,GTX Plus Basic,7/8/17,7/16/17,861
Acme Corporation,B3A6VXVQ,Corliss Cosme,In Progress,GTX Basic,7/8/17,,
Plussunin,O83AR1CC,Corliss Cosme,Lost,MG Advanced,7/8/17,7/9/17,0
Umbrella Corporation,BOG3D6D7,Corliss Cosme,Won,GTXPro,7/8/17,7/19/17,5137
Betatech,J03H7OQF,Darcel Schlecht,Won,MG Special,7/8/17,7/16/17,54
Kinnamplus,DJXM9LIW,Donn Cantrell,Won,GTX Plus Basic,7/8/17,7/14/17,1020
Yearin,6XH71PH8,Donn Cantrell,Won,GTX Plus Basic,7/8/17,9/28/17,1136
Konex,AW1U6QKR,Donn Cantrell,Won,MG Special,7/8/17,7/14/17,55
Groovestreet,MAVEITJH,Elease Gluck,Won,GTXPro,7/8/17,9/9/17,5097
Kinnamplus,GUJNYTXN,Garret Kinder,Won,GTX Basic,7/8/17,7/9/17,483
,QKXCMJVB,James Ascencio,In Progress,GTX Basic,7/8/17,,
Zoomit,ELLLRB7A,James Ascencio,Won,GTX Basic,7/8/17,8/29/17,587
Kan-code,F4EHCQIC,James Ascencio,Won,GTX Plus Pro,7/8/17,7/16/17,5284
Scottech,EHC9KQDN,Jonathan Berthelot,Lost,GTX Basic,7/8/17,7/9/17,0
Warephase,MBLFZPU2,Jonathan Berthelot,Lost,GTX Basic,7/8/17,9/12/17,0
Y-corporation,L0SOZL9A,Kary Hendrixson,Lost,MG Advanced,7/8/17,9/28/17,0
Green-Plus,00XBYXIB,Kary Hendrixson,Won,GTX Plus Basic,7/8/17,7/9/17,993
Groovestreet,ASN7OCWQ,Markita Hansen,Lost,GTX Basic,7/8/17,7/15/17,0
Finjob,SHS9HQX4,Maureen Marcano,Won,GTXPro,7/8/17,9/19/17,4642
Umbrella Corporation,JYEQFGS5,Reed Clapper,Lost,GTXPro,7/8/17,7/17/17,0
Kan-code,S9DVJGUO,Reed Clapper,Won,GTXPro,7/8/17,7/15/17,4530
Y-corporation,0YPN92QB,Rosalina Dieter,Lost,MG Special,7/8/17,7/10/17,0
Xx-zobam,UIA0FO51,Rosie Papadopoulos,Won,MG Advanced,7/8/17,7/9/17,3569
Hottechi,48J7F1A2,Vicki Laflamme,Won,MG Advanced,7/8/17,8/31/17,3276
,0D37PQA0,Violet Mclelland,In Progress,GTX Plus Basic,7/8/17,,
Plussunin,D193SPY4,Violet Mclelland,In Progress,MG Special,7/8/17,,
Mathtouch,SFIMNCPZ,Violet Mclelland,Lost,MG Advanced,7/8/17,7/10/17,0
Finjob,57NT8T8S,Zane Levy,Lost,GTX Basic,7/8/17,7/16/17,0
Green-Plus,7GLF1GBJ,Zane Levy,Lost,GTX Plus Basic,7/8/17,7/16/17,0
Doncon,YST07PM6,Zane Levy,Lost,GTX Plus Pro,7/8/17,7/17/17,0
Rantouch,HPU7RQG6,Zane Levy,Lost,GTX Plus Pro,7/8/17,7/15/17,0
Hatfan,6Z1XK6YR,Zane Levy,Lost,GTXPro,7/8/17,11/9/17,0
Kan-code,045D5MZO,Zane Levy,Won,GTX Plus Pro,7/8/17,7/17/17,5576
Genco Pura Olive Oil Company,K1UREXI5,Anna Snelling,Won,GTX Basic,7/9/17,9/16/17,460
Zathunicon,M7Y1LHHA,Boris Faz,Won,GTX Basic,7/9/17,7/16/17,457
,NK1B8YME,Cassey Cress,In Progress,GTX Plus Pro,7/9/17,,
Silis,WP6SUIMC,Cassey Cress,Lost,MG Advanced,7/9/17,7/15/17,0
Gekko & Co,SGI5I4X1,Corliss Cosme,Won,GTX Basic,7/9/17,7/10/17,665
Zathunicon,U07VUUGP,Corliss Cosme,Won,GTX Plus Basic,7/9/17,7/15/17,1122
Umbrella Corporation,SEC6K7X2,Corliss Cosme,Won,GTX Plus Pro,7/9/17,7/18/17,5578
Betatech,OT26ZUZ7,Daniell Hammack,In Progress,GTXPro,7/9/17,,
Rundofase,MXVBWIE5,Darcel Schlecht,Won,GTX Basic,7/9/17,9/8/17,460
Donware,794F5VJB,Donn Cantrell,Won,GTX Plus Basic,7/9/17,8/31/17,1133
Gekko & Co,TNEB1XNK,Donn Cantrell,Won,GTX Plus Basic,7/9/17,9/18/17,1194
Yearin,P60PIE95,Donn Cantrell,Won,GTX Plus Pro,7/9/17,9/16/17,5861
,HI9S2MRZ,Elease Gluck,In Progress,GTX Plus Basic,7/9/17,,
Dontechi,QKOAWRXD,Gladys Colclough,Lost,GTX Basic,7/9/17,7/17/17,0
Stanredtax,NC7V5K1T,Gladys Colclough,Won,GTX Plus Basic,7/9/17,8/28/17,1194
Funholding,XTAPYDDI,Gladys Colclough,Won,GTXPro,7/9/17,7/11/17,4440
Cancity,0CTHPQGT,Jonathan Berthelot,Won,MG Special,7/9/17,7/19/17,53
Sonron,N9KFOKLS,Kami Bicknell,Lost,GTX Basic,7/9/17,7/14/17,0
Inity,02SSRMSA,Lajuana Vencill,Won,GTX Plus Basic,7/9/17,7/13/17,1192
Conecom,HBJPBF3P,Marty Freudenburg,Won,MG Special,7/9/17,9/1/17,54
Ron-tech,E6D2DBXF,Moses Frase,Lost,MG Advanced,7/9/17,7/13/17,0
Warephase,OUMM04QV,Moses Frase,Won,GTX Plus Pro,7/9/17,7/18/17,4651
Rangreen,TZQWGMG7,Niesha Huffines,Lost,GTX Plus Pro,7/9/17,7/19/17,0
Betatech,66KFPHBT,Niesha Huffines,Won,GTX Plus Pro,7/9/17,9/24/17,5944
Gekko & Co,WL4TLMUC,Reed Clapper,Lost,MG Advanced,7/9/17,7/17/17,0
Statholdings,6AO6E15O,Rosalina Dieter,In Progress,GTXPro,7/9/17,,
,OW9OM3UO,Rosalina Dieter,In Progress,MG Advanced,7/9/17,,
Green-Plus,HXMJ5048,Vicki Laflamme,Lost,MG Advanced,7/9/17,7/17/17,0
,CQYAMIQ3,Zane Levy,In Progress,GTXPro,7/9/17,,
Domzoom,6178B4JM,Anna Snelling,Won,GTX Plus Basic,7/10/17,7/17/17,962
Silis,WC7KCJ2N,Boris Faz,Won,GTX Plus Basic,7/10/17,7/21/17,1063
Zencorporation,5GBVA3ZZ,Cassey Cress,Lost,MG Advanced,7/10/17,7/23/17,0
Gogozoom,B7WWPCO6,Cecily Lampkin,Lost,GTX Basic,7/10/17,7/23/17,0
Cancity,152DN1FE,Darcel Schlecht,Lost,GTX Plus Basic,7/10/17,7/12/17,0
Streethex,3NJHQZT6,Darcel Schlecht,Lost,MG Special,7/10/17,7/17/17,0
Domzoom,9GOWJ93R,Darcel Schlecht,Won,MG Advanced,7/10/17,9/3/17,2572
Globex Corporation,QAB3H9H5,Gladys Colclough,Lost,GTXPro,7/10/17,7/11/17,0
Warephase,9B9VDAFU,Gladys Colclough,Won,GTXPro,7/10/17,7/18/17,4631
Isdom,L9F6QP4P,Gladys Colclough,Won,MG Advanced,7/10/17,7/19/17,3230
Condax,1D5AYQO6,Hayden Neloms,Won,MG Special,7/10/17,7/19/17,59
Labdrill,6WR7JQ3C,James Ascencio,Won,MG Advanced,7/10/17,11/3/17,3624
Labdrill,Y2XXRYMX,Kami Bicknell,Lost,GTX Plus Basic,7/10/17,11/11/17,0
Golddex,Z9DK5289,Kami Bicknell,Lost,GTXPro,7/10/17,7/12/17,0
Hatfan,MN34I4DD,Kami Bicknell,Won,GTX Plus Pro,7/10/17,9/22/17,5848
Dalttechnology,9CQ6TMET,Kami Bicknell,Won,MG Special,7/10/17,7/11/17,42
Sunnamplex,N54HHLC4,Kary Hendrixson,Lost,GTX Plus Pro,7/10/17,7/12/17,0
Nam-zim,TPP1IGKV,Kary Hendrixson,Lost,GTXPro,7/10/17,7/17/17,0
Hatfan,9USDNUBL,Markita Hansen,Lost,GTX Plus Pro,7/10/17,8/29/17,0
Rangreen,Q82O5QTN,Marty Freudenburg,Lost,MG Advanced,7/10/17,7/12/17,0
Cancity,2HVDAY4L,Moses Frase,Lost,MG Special,7/10/17,7/21/17,0
Isdom,0FGWN6O0,Moses Frase,Won,GTX Basic,7/10/17,7/19/17,588
Zencorporation,FQXZBTEG,Reed Clapper,Lost,GTX Plus Basic,7/10/17,7/18/17,0
Yearin,8IGYTN3H,Reed Clapper,Won,MG Special,7/10/17,7/17/17,54
,QV3TAWDT,Rosie Papadopoulos,In Progress,GTXPro,7/10/17,,
Singletechno,OTNZ5ZCN,Vicki Laflamme,Won,GTXPro,7/10/17,9/6/17,5099
,USJWM3F3,Violet Mclelland,In Progress,GTX Basic,7/10/17,,
Plexzap,7O2ISWVB,Zane Levy,Lost,GTX Plus Pro,7/10/17,7/15/17,0
Konex,QUAD5082,Boris Faz,Lost,MG Advanced,7/11/17,7/21/17,0
,0T9KUEQ2,Cassey Cress,In Progress,GTX Plus Pro,7/11/17,,
Scottech,P6H45Y25,Cecily Lampkin,Lost,GTX Basic,7/11/17,9/16/17,0
Treequote,28EVFB8G,Cecily Lampkin,Lost,GTX Plus Basic,7/11/17,7/13/17,0
Silis,VV5LDD24,Corliss Cosme,Lost,MG Advanced,7/11/17,7/13/17,0
Silis,SF3KBDJF,Daniell Hammack,Lost,GTXPro,7/11/17,8/18/17,0
Initech,DKUVKTIT,Daniell Hammack,Won,GTX Plus Pro,7/11/17,7/19/17,4881
Bioholding,OYUUU6B9,Darcel Schlecht,Lost,GTX Basic,7/11/17,11/9/17,0
Codehow,IIVNXACR,Darcel Schlecht,Lost,GTXPro,7/11/17,7/12/17,0
Stanredtax,OWBGBQ4G,Darcel Schlecht,Lost,GTXPro,7/11/17,7/18/17,0
Genco Pura Olive Oil Company,X2EH33CU,Gladys Colclough,Won,MG Advanced,7/11/17,7/12/17,2878
Xx-holding,GNT6EM5M,Hayden Neloms,Lost,MG Special,7/11/17,7/12/17,0
Finjob,U3ZMURXR,Hayden Neloms,Won,MG Advanced,7/11/17,9/8/17,3121
Golddex,4UTOXXV4,James Ascencio,Lost,GTX Plus Pro,7/11/17,7/12/17,0
Goodsilron,KHWG1W75,James Ascencio,Won,MG Special,7/11/17,7/18/17,57
Treequote,MWAW08I7,Jonathan Berthelot,Won,GTX Basic,7/11/17,7/12/17,576
Konmatfix,0QV1LRME,Jonathan Berthelot,Won,GTX Plus Basic,7/11/17,7/18/17,1258
Singletechno,63GAY8GB,Kami Bicknell,Lost,GTX Plus Basic,7/11/17,8/22/17,0
,JB3J080M,Kary Hendrixson,In Progress,GTX Plus Pro,7/11/17,,
Doncon,GXHAIS33,Kary Hendrixson,Lost,GTX Basic,7/11/17,9/29/17,0
